Trait,"Trait_Cat","Geneset","Geneset_Type","Geneset_Cat","Geneset_SubCat","Geneset_Cat_Detailed","CNV_Type","Effectsize","se","p_value","FDR_p_value","Effectsize_outside","se_outside","p_value_outside","FDR_p_value_outside"
"Platelet","NonBrain","langerhans_cells","SC_HPA81","NonBrain",NA,"Blood & immune cells","DUP",0.003924776,0.00640972,0.429334273,0.677010089,0.001534585,6.99104e-4,0.028158897,0.037054212
"Platelet","NonBrain","langerhans_cells","SC_HPA81","NonBrain",NA,"Blood & immune cells","DEL",0.00404995,0.019894381,0.787292345,0.902132495,0.002229155,0.001447933,0.123672582,0.148294537
"Reaction","Brain","langerhans_cells","SC_HPA81","NonBrain",NA,"Blood & immune cells","DUP",-0.011540613,0.00640972,0.014633308,0.082021936,0.007041388,6.69177e-4,6.86e-26,8.59e-25
"Reaction","Brain","langerhans_cells","SC_HPA81","NonBrain",NA,"Blood & immune cells","DEL",0.038634982,0.019894381,0.007088132,0.048383778,0.015081465,0.001393208,2.64e-27,3.71e-26
"Redblood","NonBrain","langerhans_cells","SC_HPA81","NonBrain",NA,"Blood & immune cells","DEL",-0.004375812,0.019894381,0.73989335,0.878653053,0.003045974,0.001271628,0.016605646,0.022622096
"Redblood","NonBrain","langerhans_cells","SC_HPA81","NonBrain",NA,"Blood & immune cells","DUP",-0.008931693,0.00640972,0.040583872,0.16161724,0.0015085089999999999,6.13973e-4,0.014012084,0.019314765
"RiskTaking","Brain","langerhans_cells","SC_HPA81","NonBrain",NA,"Blood & immune cells","DUP",-0.012661807,0.00640972,0.301166829,0.557694008,-0.006187847,0.001769549,4.00179e-4,7.05703e-4
"RiskTaking","Brain","langerhans_cells","SC_HPA81","NonBrain",NA,"Blood & immune cells","DEL",-0.090255766,0.019894381,0.017283787,0.091667901,-0.011643934,0.003728064,0.001542438,0.002468701
"SexPartners","NonBrain","langerhans_cells","SC_HPA81","NonBrain",NA,"Blood & immune cells","DEL",-0.048977834,0.019894381,0.00220988,0.020278257,-0.007605815,0.001567449,1.22e-6,3.02e-6
"SexPartners","NonBrain","langerhans_cells","SC_HPA81","NonBrain",NA,"Blood & immune cells","DUP",0.00171599,0.00640972,0.738646558,0.878300634,-0.003705084,7.48151e-4,7.34e-7,1.87e-6
"StandingHeight","NonBrain","langerhans_cells","SC_HPA81","NonBrain",NA,"Blood & immune cells","DEL",-0.003035425,0.019894381,0.776257143,0.896381394,-0.014423181,0.001031923,2.2e-44,2.78e-42
"StandingHeight","NonBrain","langerhans_cells","SC_HPA81","NonBrain",NA,"Blood & immune cells","DUP",0.005224759,0.00640972,0.139934797,0.357498361,-0.003399378,4.98864e-4,9.49e-12,4.06e-11
"SymbolDigit","Brain","langerhans_cells","SC_HPA81","NonBrain",NA,"Blood & immune cells","DUP",-0.002109322,0.00640972,0.785639178,0.901131085,-0.008559565,0.001227047,3.06e-12,1.37e-11
"SymbolDigit","Brain","langerhans_cells","SC_HPA81","NonBrain",NA,"Blood & immune cells","DEL",-0.047208809,0.019894381,0.061704635,0.212985867,-0.011514778,0.002566764,7.26e-6,1.64e-5
"TDI","Brain","langerhans_cells","SC_HPA81","NonBrain",NA,"Blood & immune cells","DUP",-0.00549321,0.00640972,0.266255541,0.521081281,0.009186728,6.9737e-4,1.27e-39,7.259999999999999e-38
"TDI","Brain","langerhans_cells","SC_HPA81","NonBrain",NA,"Blood & immune cells","DEL",0.007465602,0.019894381,0.617018545,0.806908171,0.016901797,0.001442813,1.09e-31,2.24e-30
"TrailMaking1","Brain","langerhans_cells","SC_HPA81","NonBrain",NA,"Blood & immune cells","DUP",0.002365246,0.00640972,0.789717908,0.903092949,0.005633947,0.001408033,6.3e-5,1.26063e-4
"TrailMaking1","Brain","langerhans_cells","SC_HPA81","NonBrain",NA,"Blood & immune cells","DEL",0.034915796,0.019894381,0.225691289,0.475626948,0.007495221,0.002916116,0.010162798,0.014318326
"TrailMaking2","Brain","langerhans_cells","SC_HPA81","NonBrain",NA,"Blood & immune cells","DUP",-0.015014798,0.00640972,0.080713436,0.253538573,0.010092879,0.001358261,1.09e-13,5.44e-13
"TrailMaking2","Brain","langerhans_cells","SC_HPA81","NonBrain",NA,"Blood & immune cells","DEL",0.030020686,0.019894381,0.291356006,0.547276309,0.01332275,0.002853408,3.03e-6,7.15e-6
"Triglycerides","NonBrain","langerhans_cells","SC_HPA81","NonBrain",NA,"Blood & immune cells","DUP",-4.12462e-4,0.00640972,0.934740257,0.972793075,8.28041e-4,7.0894e-4,0.24280787,0.277216272
"Triglycerides","NonBrain","langerhans_cells","SC_HPA81","NonBrain",NA,"Blood & immune cells","DEL",-0.00281045,0.019894381,0.853543673,0.935404158,0.006122893,0.001469331,3.09e-5,6.46e-5
"VSWM1","Brain","langerhans_cells","SC_HPA81","NonBrain",NA,"Blood & immune cells","DUP",-0.00324642,0.00640972,0.531749805,0.757477188,0.004226085,7.30492e-4,7.25e-9,2.35e-8
"VSWM1","Brain","langerhans_cells","SC_HPA81","NonBrain",NA,"Blood & immune cells","DEL",0.014897828,0.019894381,0.341565844,0.598497227,0.009294707,0.001512811,8.05e-10,2.88e-9
"VSWM2","Brain","langerhans_cells","SC_HPA81","NonBrain",NA,"Blood & immune cells","DEL",-0.001476537,0.019894381,0.920702075,0.966368061,0.012196714,0.001443411,2.92e-17,1.96e-16
"VSWM2","Brain","langerhans_cells","SC_HPA81","NonBrain",NA,"Blood & immune cells","DUP",-0.007622979,0.00640972,0.119735032,0.325813207,0.005978209,6.93515e-4,6.71e-18,4.71e-17
"Albumin","NonBrain","late_spermatids","SC_HPA81","NonBrain",NA,"Germ cells","DUP",-0.008129632,0.008707115,0.255621485,0.508972003,-0.00208972,9.69877e-4,0.031191896,0.040805742
"Albumin","NonBrain","late_spermatids","SC_HPA81","NonBrain",NA,"Germ cells","DEL",0.00424092,0.013703546,0.709591651,0.860491859,-0.006250363,0.001722865,2.85784e-4,5.15904e-4
"BirthWeight","NonBrain","late_spermatids","SC_HPA81","NonBrain",NA,"Germ cells","DEL",-0.003008485,0.013703546,0.838396902,0.927705489,-0.006581218,0.00220486,0.002837281,0.004366773
"BirthWeight","NonBrain","late_spermatids","SC_HPA81","NonBrain",NA,"Germ cells","DUP",-0.008849683,0.008707115,0.324038571,0.581544913,-8.43473e-4,0.001237815,0.495605941,0.533047559
"BMD","NonBrain","late_spermatids","SC_HPA81","NonBrain",NA,"Germ cells","DUP",-0.006339548,0.008707115,0.466560229,0.706599662,-0.002537093,0.001175161,0.030856287,0.040402426
"BMD","NonBrain","late_spermatids","SC_HPA81","NonBrain",NA,"Germ cells","DEL",-0.014284394,0.013703546,0.29723346,0.55426235,5.34069e-4,0.00208958,0.798270022,0.819033791
"BMI","NonBrain","late_spermatids","SC_HPA81","NonBrain",NA,"Germ cells","DUP",0.019893466,0.008707115,0.003195568,0.02688785,0.002339266,9.17066e-4,0.010747516,0.015080084
"BMI","NonBrain","late_spermatids","SC_HPA81","NonBrain",NA,"Germ cells","DEL",0.023499445,0.013703546,0.02888258,0.128994905,0.011262437,0.001621366,3.76e-12,1.66e-11
"Calcium","NonBrain","late_spermatids","SC_HPA81","NonBrain",NA,"Germ cells","DEL",-0.013782422,0.013703546,0.232814269,0.483203123,-0.002690928,0.00174734,0.123557764,0.148193176
"Calcium","NonBrain","late_spermatids","SC_HPA81","NonBrain",NA,"Germ cells","DUP",0.013036415,0.008707115,0.072271577,0.235731238,-3.79186e-4,9.83789e-4,0.699915623,0.728377085
"Cholesterol","NonBrain","late_spermatids","SC_HPA81","NonBrain",NA,"Germ cells","DUP",-0.003547417,0.008707115,0.604936689,0.799448183,-0.003231913,9.30299e-4,5.12698e-4,8.88348e-4
"Cholesterol","NonBrain","late_spermatids","SC_HPA81","NonBrain",NA,"Germ cells","DEL",-0.005371411,0.013703546,0.623877536,0.810329119,-0.007765765,0.00164921,2.49e-6,5.94e-6
"Depression","Brain","late_spermatids","SC_HPA81","NonBrain",NA,"Germ cells","DUP",0.00121398,0.008707115,0.443960952,0.689106825,6.55633e-4,2.15715e-4,0.002370994,0.003693318
"Depression","Brain","late_spermatids","SC_HPA81","NonBrain",NA,"Germ cells","DEL",0.004401166,0.013703546,0.082057635,0.256399775,8.0473e-4,3.80918e-4,0.034634691,0.045015056
"EA","Brain","late_spermatids","SC_HPA81","NonBrain",NA,"Germ cells","DUP",-0.009630426,0.008707115,0.15039121,0.374446521,-0.007827786,9.11829e-4,9.14e-18,6.35e-17
"EA","Brain","late_spermatids","SC_HPA81","NonBrain",NA,"Germ cells","DEL",-0.016179859,0.013703546,0.129467596,0.34033849,-0.018559955,0.001609795,9.479999999999998e-31,1.78e-29
"FEV1","NonBrain","late_spermatids","SC_HPA81","NonBrain",NA,"Germ cells","DEL",-0.006559361,0.013703546,0.427077054,0.675421648,-0.015987926,0.001245971,1.11e-37,4.84e-36
"FEV1","NonBrain","late_spermatids","SC_HPA81","NonBrain",NA,"Germ cells","DUP",-0.016070312,0.008707115,0.002075706,0.019383739,-0.004760914,7.05128e-4,1.46e-11,6.16e-11
"FI","Brain","late_spermatids","SC_HPA81","NonBrain",NA,"Germ cells","DUP",-0.020356923,0.008707115,0.017366058,0.092005276,-0.007510628,0.001179583,1.93e-10,7.35e-10
"FI","Brain","late_spermatids","SC_HPA81","NonBrain",NA,"Germ cells","DEL",0.00620647,0.013703546,0.656158887,0.830629204,-0.024418491,0.002136667,3.07e-30,5.48e-29
"FVC","NonBrain","late_spermatids","SC_HPA81","NonBrain",NA,"Germ cells","DEL",-0.004667876,0.013703546,0.56007924,0.774973537,-0.015998337,0.001207952,4.97e-40,3.04e-38
"FVC","NonBrain","late_spermatids","SC_HPA81","NonBrain",NA,"Germ cells","DUP",-0.019266199,0.008707115,1.40034e-4,0.002386378,-0.004500572,6.8354e-4,4.58e-11,1.84e-10
"Gamma","NonBrain","late_spermatids","SC_HPA81","NonBrain",NA,"Germ cells","DUP",0.011726539,0.008707115,0.071683428,0.23448502,0.001248979,8.83479e-4,0.157449165,0.185783986
"Gamma","NonBrain","late_spermatids","SC_HPA81","NonBrain",NA,"Germ cells","DEL",0.016880341,0.013703546,0.10452272,0.299457693,0.002042011,0.001565815,0.192193447,0.223535577
"Glucose","NonBrain","late_spermatids","SC_HPA81","NonBrain",NA,"Germ cells","DUP",-7.87167e-4,0.008707115,0.912850252,0.962154833,9.85262e-4,9.7662e-4,0.313047868,0.350166672
"Glucose","NonBrain","late_spermatids","SC_HPA81","NonBrain",NA,"Germ cells","DEL",-0.010226859,0.013703546,0.372647886,0.626515702,0.004736452,0.001735168,0.006339905,0.00922667
"GP","Brain","late_spermatids","SC_HPA81","NonBrain",NA,"Germ cells","DUP",-6.68571e-4,0.008707115,0.8354296,0.926084731,0.001591611,4.38359e-4,2.82536e-4,5.10788e-4
"GP","Brain","late_spermatids","SC_HPA81","NonBrain",NA,"Germ cells","DEL",0.007384191,0.013703546,0.149943474,0.373772138,7.7612e-4,7.73213e-4,0.315494771,0.352743662
"GuiltyFeelings","Brain","late_spermatids","SC_HPA81","NonBrain",NA,"Germ cells","DUP",0.002980147,0.008707115,0.845681786,0.931862707,0.004078331,0.002078905,0.05021653,0.063781806
"GuiltyFeelings","Brain","late_spermatids","SC_HPA81","NonBrain",NA,"Germ cells","DEL",0.057484515,0.013703546,0.019266775,0.09899067,-0.004858584,0.003771836,0.195813441,0.227477611
"HbA1c","NonBrain","late_spermatids","SC_HPA81","NonBrain",NA,"Germ cells","DUP",-0.007256982,0.008707115,0.270794811,0.525393081,0.00399451,8.97775e-4,8.62e-6,1.93e-5
"HbA1c","NonBrain","late_spermatids","SC_HPA81","NonBrain",NA,"Germ cells","DEL",0.012929496,0.013703546,0.220879203,0.469701721,0.007700903,0.001587126,1.22e-6,3.03e-6
"HDL","NonBrain","late_spermatids","SC_HPA81","NonBrain",NA,"Germ cells","DUP",-0.012875637,0.008707115,0.050994442,0.188192086,-0.002759149,8.95133e-4,0.002053604,0.003230066
"HDL","NonBrain","late_spermatids","SC_HPA81","NonBrain",NA,"Germ cells","DEL",-0.023419631,0.013703546,0.025840091,0.120462221,-0.011060671,0.001589844,3.48e-12,1.55e-11
"HeartRate","NonBrain","late_spermatids","SC_HPA81","NonBrain",NA,"Germ cells","DUP",0.004795793,0.008707115,0.494364641,0.72973174,0.003126081,9.54792e-4,0.001060097,0.001741748
"HeartRate","NonBrain","late_spermatids","SC_HPA81","NonBrain",NA,"Germ cells","DEL",0.034409118,0.013703546,0.002120347,0.019639433,0.00704826,0.001688551,2.99e-5,6.28e-5
"Hypertention","NonBrain","late_spermatids","SC_HPA81","NonBrain",NA,"Germ cells","DUP",0.006102239,0.008707115,0.699905118,0.855124845,0.006378418,0.002146135,0.003048548,0.004667162
"Hypertention","NonBrain","late_spermatids","SC_HPA81","NonBrain",NA,"Germ cells","DEL",0.046996991,0.013703546,0.060887486,0.211413302,0.005985762,0.00380338,0.116618271,0.140462297
"IGF1","NonBrain","late_spermatids","SC_HPA81","NonBrain",NA,"Germ cells","DUP",-0.009448083,0.008707115,0.160691566,0.389727766,-0.001263634,9.13332e-4,0.166499092,0.195625296
"IGF1","NonBrain","late_spermatids","SC_HPA81","NonBrain",NA,"Germ cells","DEL",0.003598988,0.013703546,0.737475442,0.877472389,-0.00719264,0.001619769,8.98e-6,2.01e-5
"Irritability","Brain","late_spermatids","SC_HPA81","NonBrain",NA,"Germ cells","DUP",0.00443094,0.008707115,0.775626134,0.896122922,0.001661866,0.00211419,0.43229544,0.47077333
"Irritability","Brain","late_spermatids","SC_HPA81","NonBrain",NA,"Germ cells","DEL",0.012244278,0.013703546,0.623907405,0.810329119,-0.003172529,0.003793731,0.401630109,0.440625342
"LDL","NonBrain","late_spermatids","SC_HPA81","NonBrain",NA,"Germ cells","DUP",-0.002516426,0.008707115,0.717488744,0.86486277,-0.002458087,9.43756e-4,0.009199057,0.013058776
"LDL","NonBrain","late_spermatids","SC_HPA81","NonBrain",NA,"Germ cells","DEL",0.002038941,0.013703546,0.854306101,0.935719796,-0.006231922,0.001672515,1.94508e-4,3.60954e-4
"Loneliness","Brain","late_spermatids","SC_HPA81","NonBrain",NA,"Germ cells","DUP",0.042568301,0.008707115,0.011591596,0.069530775,0.010770313,0.002327712,4.27e-6,9.92e-6
"Loneliness","Brain","late_spermatids","SC_HPA81","NonBrain",NA,"Germ cells","DEL",0.05960683,0.013703546,0.024421184,0.116041812,0.024839988,0.00392644,4.68e-10,1.71e-9
"Menarche","NonBrain","late_spermatids","SC_HPA81","NonBrain",NA,"Germ cells","DUP",0.00854383,0.008707115,0.369916596,0.623923179,8.12096e-4,0.001286694,0.527943351,0.564421657
"Menarche","NonBrain","late_spermatids","SC_HPA81","NonBrain",NA,"Germ cells","DEL",0.013066964,0.013703546,0.400129235,0.652068621,-0.002124227,0.002351688,0.366379493,0.40528608
"Menopause","NonBrain","late_spermatids","SC_HPA81","NonBrain",NA,"Germ cells","DUP",-0.038130951,0.008707115,0.001833744,0.017728589,-6.79e-5,0.00163673,0.966900531,0.970179939
"Menopause","NonBrain","late_spermatids","SC_HPA81","NonBrain",NA,"Germ cells","DEL",0.012886883,0.013703546,0.525254472,0.752788459,-0.007212476,0.003070181,0.018815127,0.025419066
"MET","NonBrain","late_spermatids","SC_HPA81","NonBrain",NA,"Germ cells","DUP",-0.002151914,0.008707115,0.785748292,0.901131085,-6.27147e-4,0.001073702,0.559154769,0.594395785
"MET","NonBrain","late_spermatids","SC_HPA81","NonBrain",NA,"Germ cells","DEL",-0.014552719,0.013703546,0.249588678,0.50257497,0.00208367,0.001957094,0.287023647,0.323330575
"Miserableness","Brain","late_spermatids","SC_HPA81","NonBrain",NA,"Germ cells","DEL",0.03513608,0.013703546,0.117968709,0.32266885,0.014348037,0.003410332,2.51e-5,5.31e-5
"Miserableness","Brain","late_spermatids","SC_HPA81","NonBrain",NA,"Germ cells","DUP",0.043690881,0.008707115,0.001952216,0.018546683,0.004067906,0.001929693,0.034876675,0.045313639
"MoodAnxiety","Brain","late_spermatids","SC_HPA81","NonBrain",NA,"Germ cells","DUP",0.025170939,0.008707115,4.94223e-4,0.006626368,0.005397637,9.93708e-4,5.58e-8,1.64e-7
"MoodAnxiety","Brain","late_spermatids","SC_HPA81","NonBrain",NA,"Germ cells","DEL",0.029291446,0.013703546,0.011053073,0.06700368,0.010382741,0.00174938,2.94e-9,9.93e-9
"MoodSwings","Brain","late_spermatids","SC_HPA81","NonBrain",NA,"Germ cells","DUP",0.042349305,0.008707115,0.002649778,0.023325196,0.00836389,0.001940549,1.57e-5,3.42e-5
"MoodSwings","Brain","late_spermatids","SC_HPA81","NonBrain",NA,"Germ cells","DEL",0.048847153,0.013703546,0.029022533,0.129463605,0.014755295,0.003408604,1.4e-5,3.06e-5
"Neuroticism","Brain","late_spermatids","SC_HPA81","NonBrain",NA,"Germ cells","DUP",0.022100083,0.008707115,0.003376728,0.027977363,0.004036838,0.001031311,9.07e-5,1.77613e-4
"Neuroticism","Brain","late_spermatids","SC_HPA81","NonBrain",NA,"Germ cells","DEL",0.025945929,0.013703546,0.030381586,0.133497402,0.006831978,0.001822596,1.77932e-4,3.31984e-4
"Platelet","NonBrain","late_spermatids","SC_HPA81","NonBrain",NA,"Germ cells","DUP",0.007375058,0.008707115,0.268546206,0.523170819,0.001114345,9.07411e-4,0.219429513,0.252512942
"Platelet","NonBrain","late_spermatids","SC_HPA81","NonBrain",NA,"Germ cells","DEL",0.008547143,0.013703546,0.420144089,0.669406653,0.001712822,0.001598651,0.283982427,0.32017287
"Reaction","Brain","late_spermatids","SC_HPA81","NonBrain",NA,"Germ cells","DEL",0.007512158,0.013703546,0.460499437,0.701855501,0.017069937,0.001538373,1.32e-28,2.05e-27
"Reaction","Brain","late_spermatids","SC_HPA81","NonBrain",NA,"Germ cells","DUP",0.013110354,0.008707115,0.039729017,0.159605598,0.005058364,8.68565e-4,5.76e-9,1.89e-8
"Redblood","NonBrain","late_spermatids","SC_HPA81","NonBrain",NA,"Germ cells","DEL",0.001691236,0.013703546,0.855879839,0.936451312,0.002780794,0.001403959,0.047627771,0.06072315
"Redblood","NonBrain","late_spermatids","SC_HPA81","NonBrain",NA,"Germ cells","DUP",0.014532894,0.008707115,0.013042723,0.075776887,-5.83792e-4,7.96883e-4,0.463806804,0.502021824
"RiskTaking","Brain","late_spermatids","SC_HPA81","NonBrain",NA,"Germ cells","DUP",-0.014678322,0.008707115,0.374113364,0.627780475,-0.00580483,0.002261653,0.009809948,0.013863451
"RiskTaking","Brain","late_spermatids","SC_HPA81","NonBrain",NA,"Germ cells","DEL",0.013845923,0.013703546,0.599899358,0.796552915,-0.018214412,0.004106307,6.3e-6,1.44e-5
"SexPartners","NonBrain","late_spermatids","SC_HPA81","NonBrain",NA,"Germ cells","DUP",-0.016655726,0.008707115,0.018283282,0.095165856,-0.00199998,9.54276e-4,0.036099871,0.046791911
"SexPartners","NonBrain","late_spermatids","SC_HPA81","NonBrain",NA,"Germ cells","DEL",0.003337358,0.013703546,0.767381085,0.891611107,-0.010801667,0.001731923,4.47e-10,1.64e-9
"StandingHeight","NonBrain","late_spermatids","SC_HPA81","NonBrain",NA,"Germ cells","DUP",-0.017280442,0.008707115,2.8516e-4,0.004286674,-0.001356017,6.4749e-4,0.036236912,0.046953083
"StandingHeight","NonBrain","late_spermatids","SC_HPA81","NonBrain",NA,"Germ cells","DEL",0.012057164,0.013703546,0.112174849,0.312896542,-0.016389412,0.001142776,1.23e-46,2.67e-44
"SymbolDigit","Brain","late_spermatids","SC_HPA81","NonBrain",NA,"Germ cells","DUP",-0.026750231,0.008707115,0.014668616,0.082188697,-0.006207235,0.001541623,5.67e-5,1.14168e-4
"SymbolDigit","Brain","late_spermatids","SC_HPA81","NonBrain",NA,"Germ cells","DEL",0.031716536,0.013703546,0.077530501,0.247321796,-0.017251576,0.002805233,7.78e-10,2.78e-9
"TDI","Brain","late_spermatids","SC_HPA81","NonBrain",NA,"Germ cells","DEL",-0.004596783,0.013703546,0.664871543,0.835083626,0.018486162,0.001597155,5.609999999999999e-31,1.08e-29
"TDI","Brain","late_spermatids","SC_HPA81","NonBrain",NA,"Germ cells","DUP",0.016304294,0.008707115,0.014243986,0.080717197,0.007386783,9.04616e-4,3.21e-16,1.95e-15
"TrailMaking1","Brain","late_spermatids","SC_HPA81","NonBrain",NA,"Germ cells","DEL",-0.028464709,0.013703546,0.166433587,0.398621377,0.012132376,0.003178361,1.35045e-4,2.57122e-4
"TrailMaking1","Brain","late_spermatids","SC_HPA81","NonBrain",NA,"Germ cells","DUP",0.031604488,0.008707115,0.0117744,0.070285279,0.002765962,0.001758663,0.115775718,0.139492907
"TrailMaking2","Brain","late_spermatids","SC_HPA81","NonBrain",NA,"Germ cells","DEL",-0.039125008,0.013703546,0.049975349,0.185631876,0.018944595,0.0031121,1.15e-9,4.04e-9
"TrailMaking2","Brain","late_spermatids","SC_HPA81","NonBrain",NA,"Germ cells","DUP",0.043186488,0.008707115,3.92624e-4,0.005515382,0.004784214,0.001703679,0.00498321,0.007371901
"Triglycerides","NonBrain","late_spermatids","SC_HPA81","NonBrain",NA,"Germ cells","DEL",-0.001572856,0.013703546,0.884114674,0.949455235,0.006394091,0.001625483,8.37e-5,1.64835e-4
"Triglycerides","NonBrain","late_spermatids","SC_HPA81","NonBrain",NA,"Germ cells","DUP",0.016979944,0.008707115,0.012075071,0.071489742,-8.99161e-4,9.17566e-4,0.327115954,0.364667187
"VSWM1","Brain","late_spermatids","SC_HPA81","NonBrain",NA,"Germ cells","DEL",-2.02e-5,0.013703546,0.998547392,0.999020157,0.010493054,0.001671662,3.45e-10,1.28e-9
"VSWM1","Brain","late_spermatids","SC_HPA81","NonBrain",NA,"Germ cells","DUP",0.013423691,0.008707115,0.053878782,0.194907053,0.002740625,9.49371e-4,0.003892287,0.005861215
"VSWM2","Brain","late_spermatids","SC_HPA81","NonBrain",NA,"Germ cells","DEL",-0.008716731,0.013703546,0.408047353,0.659286316,0.013496557,0.00159523,2.67e-17,1.79e-16
"VSWM2","Brain","late_spermatids","SC_HPA81","NonBrain",NA,"Germ cells","DUP",0.022921318,0.008707115,5.19633e-4,0.006887465,0.003256159,8.98511e-4,2.9017e-4,5.22737e-4
"Albumin","NonBrain","leydig_cells","SC_HPA81","NonBrain",NA,"Endocrine cells","DUP",-0.005350684,0.01113318,0.556622301,0.772126269,-0.002465896,8.85625e-4,0.005363669,0.007898397
"Albumin","NonBrain","leydig_cells","SC_HPA81","NonBrain",NA,"Endocrine cells","DEL",0.011792421,0.019561713,0.460110844,0.701572993,-0.006166672,0.001539835,6.21e-5,1.24335e-4
"BirthWeight","NonBrain","leydig_cells","SC_HPA81","NonBrain",NA,"Endocrine cells","DUP",-0.015597473,0.01113318,0.177201865,0.411177066,-6.80575e-4,0.001110872,0.54010871,0.576095186
"BirthWeight","NonBrain","leydig_cells","SC_HPA81","NonBrain",NA,"Endocrine cells","DEL",0.011163044,0.019561713,0.581304326,0.787898034,-0.007148163,0.001989466,3.26948e-4,5.8359e-4
"BMD","NonBrain","leydig_cells","SC_HPA81","NonBrain",NA,"Endocrine cells","DUP",-0.012994259,0.01113318,0.243144825,0.494581717,-0.002219858,0.001071217,0.038240714,0.049419592
